Student_ID,Age,Math_Score,Science_Score,English_Score,Hours_Studied,Pass_Fail
S2324,17,51,49,57,7.1,1
S2325,21,47,58,43,4.5,1
S2326,18,32,37,32,2.8,0
S2327,16,23,20,17,1.9,0
S2328,20,34,34,40,7.0,0
S2329,19,82,77,73,9.4,1
S2330,18,55,51,42,3.8,1
S2331,22,53,61,50,4.9,1
S2332,20,43,67,50,7.6,1
S2333,17,10,10,17,0.6,0
S2334,20,20,10,12,1.9,0
S2335,18,48,30,32,7.3,0
S2336,20,53,48,43,3.7,1
S2337,17,11,10,21,3.7,0
S2338,18,50,38,56,4.6,1
S2339,19,42,38,50,5.6,1
S2340,16,44,65,51,5.0,1
S2341,18,69,70,87,9.3,1
S2342,15,47,54,56,8.3,1
S2343,18,19,12,25,0.9,0
S2344,16,74,48,56,8.1,1
S2345,19,46,42,48,7.8,1
S2346,19,60,61,81,7.9,1
S2347,17,61,59,53,5.7,1
S2348,22,31,19,31,0.7,0
S2349,19,38,42,43,4.4,1
S2350,19,14,38,24,3.4,0
S2351,16,73,73,59,8.6,1
S2352,19,87,90,88,9.7,1
S2353,22,30,29,22,5.4,0
S2354,16,31,39,23,3.9,0
S2355,16,85,63,77,9.9,1
S2356,18,47,68,54,5.0,1
S2357,21,10,10,10,1.5,0
S2358,22,57,64,58,7.8,1
S2359,22,39,22,47,5.8,0
S2360,15,48,67,46,4.8,1
S2361,20,32,50,46,4.4,1
S2362,16,42,48,48,6.1,1
S2363,20,10,16,18,1.6,0
S2364,21,28,21,46,3.3,0
S2365,17,42,65,82,7.1,1
S2366,16,73,63,58,9.8,1
S2367,15,77,78,53,9.8,1
S2368,16,42,27,50,3.9,0
S2369,17,42,49,44,6.0,1
S2370,16,47,45,43,8.2,1
S2371,19,10,10,10,1.5,0
S2372,16,55,70,58,6.8,1
S2373,15,10,10,10,1.5,0
S2374,19,32,37,44,2.0,0
S2375,17,27,31,32,6.7,0
S2376,18,78,72,58,7.4,1
S2377,18,87,82,98,9.9,1
S2378,18,51,33,37,5.2,1
S2379,19,27,25,17,3.8,0
S2380,18,54,59,70,6.4,1
S2381,15,71,66,71,9.8,1
S2382,17,29,38,50,8.2,0
S2383,18,62,71,70,10.0,1
S2384,18,28,26,30,3.1,0
S2385,15,37,36,37,4.4,0
S2386,16,69,53,52,8.8,1
S2387,22,53,50,58,6.8,1
S2388,18,49,49,58,5.2,1
S2389,17,14,10,16,1.1,0
S2390,21,20,18,23,1.5,0
S2391,22,46,38,55,8.0,1
S2392,22,23,39,32,2.4,0
S2393,22,24,24,32,2.6,0
S2394,18,57,63,64,9.9,1
S2395,20,35,30,29,5.5,0
S2396,21,10,10,10,0.7,0
S2397,18,44,38,43,7.7,1
S2398,17,51,57,49,6.5,1
S2399,21,53,57,56,5.9,1
S2400,21,20,19,21,2.9,0
S2401,20,10,10,10,1.4,0
S2402,20,23,21,32,3.9,0
S2403,15,82,72,85,7.1,1
S2404,18,20,43,35,4.9,0
S2405,22,63,54,58,7.3,1
S2406,15,57,30,31,9.2,0
S2407,18,22,31,29,1.4,0
S2408,18,10,10,10,0.9,0
S2409,15,41,42,24,9.3,0
S2410,16,10,10,10,1.3,0
S2411,20,61,77,80,9.4,1
S2412,15,73,57,60,6.8,1
S2413,17,27,10,25,2.4,0
S2414,18,68,62,58,6.4,1
S2415,19,55,51,45,8.4,1
S2416,21,10,10,10,0.6,0
S2417,16,19,10,19,1.3,0
S2418,17,12,10,10,3.0,0
S2419,20,100,73,83,8.9,1
S2420,22,14,20,27,4.5,0
S2421,18,61,76,80,9.3,1
S2422,22,71,65,58,9.3,1
S2423,18,35,28,35,7.5,0
S2424,17,35,21,15,1.0,0
S2425,15,15,24,34,5.3,0
S2426,20,53,32,45,5.5,1
S2427,15,37,41,36,4.6,0
S2428,16,38,36,30,5.4,0
S2429,20,10,23,27,4.9,0
S2430,15,51,70,53,7.9,1
S2431,16,17,26,29,3.6,0
S2432,18,36,53,37,5.1,1
S2433,15,50,54,39,8.0,1
S2434,20,62,39,40,4.1,1
S2435,19,12,10,10,2.0,0
S2436,19,43,50,54,5.2,1
S2437,15,20,13,17,3.5,0
S2438,15,14,10,12,0.5,0
S2439,20,60,51,57,7.4,1
S2440,21,23,10,26,1.9,0
S2441,20,44,32,25,3.4,0
S2442,15,58,39,63,6.4,1
S2443,22,49,39,42,6.4,1
S2444,17,39,48,26,1.7,0
S2445,19,80,70,72,8.4,1
S2446,19,56,44,66,9.6,1
S2447,18,40,25,29,5.4,0
S2448,19,18,10,27,2.8,0
S2449,17,25,30,39,5.5,0
S2450,15,17,10,18,2.8,0
S2451,21,29,30,22,2.5,0
S2452,21,37,27,46,3.3,0
S2453,19,78,75,85,8.7,1
S2454,20,52,55,38,5.7,1
S2455,16,47,39,26,5.0,0
S2456,15,51,46,55,7.8,1
S2457,17,74,67,67,8.4,1
S2458,15,54,29,31,6.9,0
S2459,19,28,29,23,2.8,0
S2460,19,49,47,38,6.1,1
S2461,16,10,10,14,1.4,0
S2462,16,36,27,33,5.7,0
S2463,18,60,51,50,5.2,1
S2464,21,41,70,55,8.6,1
S2465,22,61,42,55,7.7,1
S2466,21,48,76,58,7.9,1
S2467,18,66,76,72,8.3,1
S2468,16,43,63,51,5.7,1
S2469,20,32,30,56,5.0,0
S2470,16,81,99,83,9.6,1
S2471,21,30,40,36,4.0,0
S2472,16,64,66,70,8.2,1
S2473,19,20,18,10,2.6,0
S2474,21,19,24,32,2.3,0
S2475,17,10,10,10,1.2,0
S2476,15,55,49,58,7.1,1
S2477,15,42,44,58,8.4,1
S2478,21,51,47,52,4.6,1
S2479,17,35,66,45,4.6,1
S2480,15,53,47,43,5.4,1
S2481,15,30,37,30,4.2,0
S2482,17,67,66,61,7.8,1
S2483,17,55,31,48,4.6,1
S2484,17,67,61,85,6.4,1
S2485,16,25,14,23,2.8,0
S2486,18,49,44,26,3.8,0
S2487,17,50,34,36,4.4,1
S2488,16,42,34,36,6.8,0
S2489,20,70,66,79,9.9,1
S2490,15,51,50,41,7.3,1
S2491,21,47,50,44,7.8,1
S2492,22,10,10,10,1.4,0
S2493,18,10,11,10,1.9,0
S2494,18,73,83,64,9.6,1
S2495,18,61,33,49,3.3,1
S2496,15,10,15,27,4.4,0
S2497,16,29,15,16,4.8,0
S2498,18,39,36,42,3.4,0
S2499,20,56,53,53,6.7,1
S2500,15,81,99,71,8.4,1
S2501,16,78,80,84,9.8,1
S2502,17,27,43,44,4.4,0
S2503,16,58,48,54,7.9,1
S2504,18,10,10,10,0.6,0
S2505,17,56,50,75,7.8,1
S2506,16,34,20,26,2.9,0
S2507,19,79,71,51,8.6,1
S2508,17,41,44,33,5.0,0
S2509,21,60,58,53,9.1,1
S2510,21,61,57,49,5.3,1
S2511,15,27,16,19,1.0,0
S2512,19,71,72,67,6.5,1
S2513,17,44,56,42,8.7,1
S2514,17,11,10,16,1.0,0
S2515,22,41,33,28,4.7,0
S2516,17,49,59,59,7.4,1
S2517,15,71,58,49,5.8,1
S2518,21,82,84,81,9.3,1
S2519,19,19,20,41,0.7,0
S2520,18,43,30,22,2.4,0
S2521,17,26,10,33,2.4,0
S2522,22,10,22,24,0.6,0
S2523,17,30,20,29,0.5,0
S2524,20,10,10,10,1.8,0
S2525,18,42,42,56,4.8,1
S2526,17,67,53,68,8.7,1
S2527,16,39,21,39,4.6,0
S2528,16,10,23,10,4.3,0
S2529,22,60,59,55,6.8,1
S2530,16,71,77,73,8.8,1
S2531,18,32,26,32,3.0,0
S2532,22,49,56,42,8.0,1
S2533,18,43,48,42,8.8,1
S2534,20,38,13,31,4.4,0
S2535,22,41,33,51,8.0,1
S2536,16,28,40,33,4.8,0
S2537,21,35,63,50,5.4,1
S2538,21,68,64,69,5.6,1
S2539,20,66,66,56,6.9,1
S2540,20,41,37,48,5.6,1
S2541,16,39,47,43,5.5,1
S2542,21,54,61,70,9.7,1
S2543,19,10,17,10,2.7,0
S2544,17,26,39,16,1.7,0
S2545,18,21,13,19,6.8,0
S2546,19,58,53,39,6.7,1
S2547,16,57,37,46,6.6,1
S2548,15,49,52,58,7.1,1
S2549,21,28,30,24,4.8,0
S2550,22,11,41,34,3.1,0
S2551,22,30,37,39,5.2,0
S2552,21,36,43,35,5.3,0
S2553,18,27,26,38,5.2,0
S2554,15,51,39,42,4.3,1
S2555,19,43,55,49,8.9,1
S2556,20,51,55,55,7.0,1
S2557,17,61,53,70,7.9,1
S2558,21,38,39,25,4.9,0
S2559,17,44,34,45,6.6,1
S2560,19,59,73,60,8.0,1
S2561,16,36,28,26,3.7,0
S2562,20,60,69,59,7.4,1
S2563,17,10,18,26,4.3,0
S2564,20,16,40,36,1.5,0
S2565,20,41,41,50,4.0,1
S2566,20,13,10,10,0.6,0
S2567,18,15,16,10,0.6,0
S2568,16,85,74,78,9.3,1
S2569,20,49,48,42,6.0,1
S2570,19,16,14,10,1.3,0
S2571,18,55,45,35,7.4,1
S2572,16,14,27,11,2.8,0
S2573,19,97,84,78,9.6,1
S2574,16,11,10,10,0.8,0
S2575,16,40,27,33,7.1,0
S2576,22,10,10,10,0.6,0
S2577,20,41,33,47,4.3,1
S2578,21,51,46,51,4.5,1
S2579,22,56,48,48,5.6,1
S2580,20,76,68,71,9.8,1
S2581,21,69,71,65,9.7,1
S2582,17,48,38,38,5.3,1
S2583,21,100,98,96,9.9,1
S2584,17,61,51,52,8.1,1
S2585,18,20,37,20,1.7,0
S2586,20,23,26,23,1.2,0
S2587,21,51,40,59,5.8,1
S2588,21,14,35,36,4.2,0
S2589,18,42,47,44,4.5,1
S2590,21,28,11,26,1.9,0
S2591,17,83,67,65,9.2,1
S2592,17,54,67,66,7.2,1
S2593,17,46,39,33,2.4,0
S2594,16,10,10,10,1.1,0
S2595,22,10,20,16,2.0,0
S2596,22,20,32,34,4.3,0
S2597,20,46,23,40,5.1,0
S2598,22,34,28,25,1.8,0
S2599,16,33,25,48,5.4,0
S2600,18,53,49,53,7.4,1
S2601,16,64,56,63,6.6,1
S2602,18,38,73,50,9.3,1
S2603,20,51,38,31,2.2,1
S2604,21,79,85,72,8.9,1
S2605,16,62,51,55,6.6,1
S2606,20,66,59,52,7.2,1
S2607,19,46,21,39,3.0,0
S2608,22,20,35,22,2.6,0
S2609,19,35,28,43,8.7,0
S2610,16,10,10,10,2.2,0
S2611,17,43,32,49,5.9,1
S2612,22,66,74,82,7.7,1
S2613,20,35,34,39,1.8,0
S2614,15,59,63,55,8.2,1
S2615,15,69,51,62,5.7,1
S2616,22,29,24,33,5.4,0
S2617,20,53,26,44,6.8,1
S2618,15,27,30,15,2.4,0
S2619,20,39,34,36,1.5,0
S2620,16,26,18,10,0.7,0
S2621,20,61,53,71,6.8,1
S2622,18,10,10,11,1.0,0
S2623,16,17,22,17,2.5,0
S2624,15,46,58,61,6.5,1
S2625,22,32,45,43,4.4,1
S2626,16,15,13,11,1.6,0
S2627,15,24,47,29,4.7,0
S2628,18,10,20,11,2.4,0
S2629,21,35,38,42,4.1,0
S2630,19,82,71,76,7.9,1
S2631,19,10,10,10,0.7,0
S2632,15,48,35,40,6.0,1
S2633,15,45,34,64,8.5,1
S2634,21,85,68,68,8.5,1
S2635,18,45,48,38,7.3,1
S2636,15,70,63,64,7.9,1
S2637,20,33,34,31,5.7,0
S2638,15,47,41,43,3.0,1
S2639,22,65,63,65,9.3,1
S2640,22,43,18,37,3.1,0
S2641,16,37,37,41,4.6,0
S2642,19,47,37,63,5.5,1
S2643,17,48,59,68,8.4,1
S2644,19,13,10,23,0.8,0
S2645,22,39,32,52,5.9,1
S2646,16,11,12,22,4.0,0
S2647,17,87,80,80,9.5,1
S2648,22,53,47,34,4.6,1
S2649,16,36,34,23,0.9,0
S2650,16,54,23,34,4.8,0
S2651,15,25,20,19,5.7,0
S2652,17,48,47,52,6.1,1
S2653,16,35,31,39,2.4,0
S2654,18,46,41,66,3.7,1
S2655,19,52,47,47,5.2,1
S2656,15,60,41,49,5.9,1
S2657,21,40,47,53,7.2,1
S2658,20,10,13,18,2.4,0
S2659,22,67,74,82,9.3,1
S2660,20,27,24,21,6.1,0
S2661,15,19,28,21,1.0,0
S2662,15,57,46,53,7.7,1
S2663,16,89,83,90,9.2,1
S2664,16,44,43,37,8.3,1
S2665,15,11,17,25,3.5,0
S2666,19,31,24,43,6.3,0
S2667,22,66,70,58,9.3,1
S2668,16,10,10,10,2.4,0
S2669,19,26,41,42,1.5,0
S2670,15,31,39,23,5.1,0
S2671,21,10,10,10,2.2,0
S2672,16,74,67,57,10.0,1
S2673,17,65,84,84,8.9,1
S2674,15,39,48,50,5.4,1
S2675,15,47,46,48,8.5,1
S2676,19,28,49,31,1.4,0
S2677,18,18,16,27,4.0,0
S2678,22,70,68,72,9.1,1
S2679,19,51,64,36,9.3,1
S2680,21,70,65,58,9.0,1
S2681,20,37,65,40,5.5,1
S2682,20,44,45,38,4.7,1
S2683,15,41,31,25,4.5,0
S2684,18,51,54,50,4.1,1
S2685,16,58,60,53,9.4,1
S2686,17,37,36,37,6.2,0
S2687,21,70,55,70,6.0,1
S2688,19,12,10,13,0.9,0
S2689,21,10,10,10,1.6,0
S2690,22,32,30,36,3.2,0
S2691,21,26,37,21,3.9,0
S2692,21,10,18,10,2.2,0
S2693,19,62,49,38,8.4,1
S2694,21,10,10,10,0.7,0
S2695,20,51,22,41,1.5,0
S2696,21,26,47,22,3.1,0
S2697,18,21,12,15,3.0,0
S2698,21,26,30,15,1.8,0
S2699,22,51,50,47,6.2,1
S2700,16,20,27,17,2.5,0
S2701,20,66,74,77,6.8,1
S2702,18,65,56,46,7.3,1
S2703,20,39,15,28,2.3,0
S2704,21,30,40,44,3.7,0
S2705,19,51,41,44,7.6,1
S2706,15,58,64,56,8.8,1
S2707,16,22,40,37,5.0,0
S2708,17,39,40,43,7.2,1
S2709,15,56,55,54,8.7,1
S2710,19,35,38,44,4.4,0
S2711,17,39,38,49,9.2,1
S2712,18,35,32,38,7.1,0
S2713,21,24,31,46,5.9,0
S2714,20,68,73,73,8.1,1
S2715,17,10,10,16,1.1,0
S2716,21,73,61,72,8.9,1
S2717,15,10,10,10,2.7,0
S2718,21,23,22,21,3.5,0
S2719,19,18,22,21,3.6,0
S2720,19,75,52,56,8.2,1
S2721,21,66,84,63,10.0,1
S2722,21,33,23,30,4.6,0
S2723,19,30,25,39,3.5,0
S2724,15,41,43,52,5.9,1
S2725,15,51,35,43,4.5,1
S2726,21,60,50,69,7.9,1
S2727,15,10,10,18,1.5,0
S2728,15,48,52,55,7.1,1
S2729,19,12,29,18,2.2,0
S2730,22,41,35,35,3.5,0
S2731,16,16,10,32,2.2,0
S2732,19,33,46,38,5.6,0
S2733,15,10,10,10,1.5,0
S2734,17,38,38,28,2.4,0
S2735,15,74,64,56,9.3,1
S2736,17,48,48,48,6.6,1
S2737,18,59,37,45,5.5,1
S2738,20,36,40,50,7.1,1
S2739,20,62,64,75,9.8,1
S2740,19,10,10,15,1.7,0
S2741,19,13,44,35,3.9,0
S2742,21,15,10,22,2.9,0
S2743,18,71,75,84,8.5,1
S2744,22,10,10,10,3.2,0
S2745,16,42,48,56,4.8,1
S2746,17,64,50,57,5.1,1
S2747,17,66,80,70,8.3,1
S2748,16,47,49,44,6.3,1
S2749,18,10,10,10,0.8,0
S2750,17,29,32,38,3.0,0
S2751,15,66,74,67,8.6,1
S2752,21,26,33,28,4.7,0
S2753,17,38,20,30,3.1,0
S2754,15,76,62,67,8.3,1
S2755,18,36,29,31,4.8,0
S2756,20,17,10,21,2.8,0
S2757,19,51,54,61,8.8,1
S2758,17,58,57,87,8.9,1
S2759,22,61,51,61,6.0,1
S2760,17,42,42,11,2.9,0
S2761,21,62,59,65,7.2,1
S2762,18,57,46,49,6.1,1
S2763,16,60,53,75,9.9,1
S2764,18,61,71,63,9.8,1
S2765,18,43,38,33,2.1,0
S2766,15,10,10,10,0.7,0
S2767,15,23,15,26,5.3,0
S2768,22,72,66,60,7.3,1
S2769,21,74,55,64,8.1,1
S2770,20,47,44,48,6.7,1
S2771,22,17,24,28,3.1,0
S2772,20,30,44,26,3.4,0
S2773,15,10,10,10,0.5,0
S2774,17,10,10,21,0.5,0
S2775,21,40,34,32,4.7,0
S2776,21,39,24,24,4.5,0
S2777,19,50,77,50,8.7,1
S2778,19,10,10,10,0.5,0
S2779,19,50,61,48,7.8,1
S2780,18,27,34,35,4.6,0
S2781,21,10,10,10,2.0,0
S2782,16,54,40,55,5.0,1
S2783,20,10,10,23,0.8,0
S2784,22,83,94,92,9.0,1
S2785,17,10,10,32,4.6,0
S2786,17,35,40,22,4.1,0
S2787,20,82,78,93,9.4,1
S2788,16,28,20,20,4.9,0
S2789,19,39,18,32,4.2,0
S2790,17,10,24,13,3.2,0
S2791,17,10,10,10,2.0,0
S2792,15,67,75,89,8.2,1
S2793,19,86,74,72,9.2,1
S2794,15,26,31,26,3.5,0
S2795,20,54,55,53,5.2,1
S2796,21,14,18,22,2.6,0
S2797,17,47,28,35,2.5,0
S2798,17,43,57,49,9.2,1
S2799,15,10,10,10,1.3,0
S2800,19,61,47,59,7.3,1
S2801,20,31,35,21,0.6,0
S2802,15,10,10,10,1.4,0
S2803,16,63,53,73,9.8,1
S2804,15,75,60,58,7.6,1
S2805,17,26,16,27,2.4,0
S2806,15,10,10,10,0.5,0
S2807,19,48,42,37,5.8,1
S2808,22,27,32,23,4.4,0
S2809,19,23,23,19,3.2,0
S2810,17,83,68,74,9.8,1
S2811,16,12,10,10,0.8,0
S2812,21,36,19,45,2.6,0
S2813,20,15,16,31,4.7,0
S2814,17,61,63,53,4.5,1
S2815,21,30,29,26,4.8,0
S2816,19,57,63,55,9.3,1
S2817,18,53,61,53,4.1,1
S2818,17,45,49,27,5.6,1
S2819,15,28,44,33,4.2,0
S2820,17,44,19,24,2.5,0
S2821,20,69,60,62,9.1,1
S2822,15,26,37,36,6.8,0
S2823,16,29,16,22,4.9,0
S2824,17,42,20,20,3.6,0
S2825,17,37,29,38,2.1,0
S2826,19,63,62,59,7.1,1
S2827,17,26,40,30,2.2,0
S2828,15,10,17,17,0.6,0
S2829,20,32,25,32,1.6,0
S2830,19,40,40,45,4.7,1
S2831,22,11,15,15,1.4,0
S2832,15,56,63,67,9.3,1
S2833,18,52,59,52,6.8,1
S2834,18,72,67,64,9.7,1
S2835,15,30,27,30,3.1,0
S2836,19,10,16,10,1.1,0
S2837,20,59,53,60,8.9,1
S2838,18,58,72,66,9.1,1
S2839,15,23,12,20,1.1,0
S2840,21,61,61,65,5.9,1
S2841,21,53,49,47,7.3,1
S2842,22,36,43,36,5.3,0
S2843,18,53,50,41,5.9,1
S2844,18,10,10,10,0.7,0
S2845,20,44,33,30,3.6,0
S2846,18,76,65,75,9.9,1
S2847,22,48,52,60,5.6,1
S2848,17,32,24,24,2.6,0
S2849,15,20,33,30,5.9,0
S2850,18,10,18,10,0.6,0
S2851,18,10,10,17,0.6,0
S2852,17,72,57,86,6.4,1
S2853,22,33,41,31,3.7,0
S2854,20,65,56,62,8.6,1
S2855,21,27,27,17,3.5,0
S2856,17,63,56,71,8.1,1
S2857,16,44,43,42,2.9,1
S2858,22,10,23,33,1.6,0
S2859,15,10,10,10,2.2,0
S2860,17,17,29,28,1.1,0
S2861,22,42,36,56,7.4,1
S2862,21,21,22,17,2.5,0
S2863,20,25,25,28,5.9,0
S2864,21,49,55,47,5.8,1
S2865,18,29,42,38,5.0,0
S2866,21,76,54,61,6.3,1
S2867,19,35,27,26,3.7,0
S2868,17,15,29,22,2.1,0
S2869,19,20,30,40,5.6,0
S2870,17,23,31,18,1.1,0
S2871,17,70,100,87,9.3,1
S2872,20,31,34,32,6.0,0
S2873,15,10,10,10,1.7,0
S2874,17,43,14,33,2.6,0
S2875,17,67,67,75,7.1,1
S2876,17,32,14,27,5.3,0
S2877,15,52,58,52,7.0,1
S2878,22,39,32,29,4.8,0
S2879,17,43,56,53,7.8,1
S2880,16,38,32,26,5.0,0
S2881,18,12,24,10,1.6,0
S2882,19,11,10,10,1.1,0
S2883,18,70,76,71,9.4,1
S2884,20,60,30,60,9.7,1
S2885,15,10,34,30,4.1,0
S2886,21,48,45,32,3.9,1
S2887,19,45,54,40,6.7,1
S2888,18,45,42,56,7.3,1
S2889,17,46,53,53,4.8,1
S2890,16,20,23,11,1.3,0
S2891,20,60,59,59,9.4,1
S2892,15,16,25,11,5.6,0
S2893,21,26,18,15,1.9,0
S2894,21,36,27,32,3.0,0
S2895,19,77,74,79,9.5,1
S2896,18,28,27,10,2.6,0
S2897,18,10,10,10,1.2,0
S2898,15,24,16,33,4.1,0
S2899,19,37,39,32,5.2,0
S2900,19,71,73,81,7.4,1
S2901,18,10,10,15,4.6,0
S2902,21,81,76,80,9.6,1
S2903,20,44,49,42,3.2,1
S2904,19,40,39,46,5.3,1
S2905,20,41,37,43,6.0,1
S2906,18,10,14,26,0.6,0
S2907,16,21,10,31,3.0,0
S2908,19,42,60,34,6.7,1
S2909,16,32,23,22,3.4,0
S2910,21,18,35,21,2.6,0
S2911,15,10,10,10,0.8,0
S2912,20,76,63,78,9.2,1
S2913,16,59,63,73,9.2,1
S2914,19,82,55,66,7.5,1
S2915,19,46,64,57,8.5,1
S2916,17,75,75,73,8.8,1
S2917,20,65,58,71,8.8,1
S2918,21,37,26,32,4.3,0
S2919,15,71,60,54,6.6,1
S2920,22,99,81,98,9.4,1
S2921,15,16,13,10,0.8,0
S2922,16,33,25,20,3.4,0
S2923,15,61,52,38,6.2,1
S2924,18,43,67,56,7.7,1
S2925,15,37,21,29,2.4,0
S2926,21,10,22,27,2.2,0
S2927,22,62,58,49,7.9,1
S2928,18,76,64,59,9.1,1
S2929,18,68,57,58,7.1,1
S2930,20,44,58,53,8.6,1
S2931,20,33,10,23,2.6,0
S2932,22,40,33,47,4.3,1
S2933,21,46,43,49,6.3,1
S2934,18,49,43,45,4.1,1
S2935,18,52,68,52,9.0,1
S2936,22,51,55,52,6.8,1
S2937,19,52,50,47,7.9,1
S2938,18,96,100,100,9.8,1
S2939,17,55,53,48,9.2,1
S2940,17,50,36,46,3.8,1
S2941,17,28,16,38,2.2,0
S2942,20,10,10,24,2.5,0
S2943,22,82,67,67,8.7,1
S2944,21,50,48,56,7.0,1
S2945,20,13,22,21,2.7,0
S2946,17,10,10,10,0.6,0
S2947,15,48,25,34,5.3,0
S2948,20,37,21,31,4.2,0
S2949,19,36,47,47,5.9,1
S2950,21,76,73,62,9.8,1
S2951,20,62,70,65,4.6,1
S2952,18,39,36,33,6.1,0
S2953,15,69,80,66,8.2,1
S2954,16,44,45,43,6.4,1
S2955,19,21,10,10,1.2,0
S2956,21,26,49,32,4.9,0
S2957,22,36,23,28,2.5,0
S2958,17,10,29,11,1.8,0
S2959,22,48,39,41,6.7,1
S2960,19,10,10,14,2.4,0
S2961,15,52,58,60,9.6,1
S2962,16,34,22,26,1.9,0
S2963,20,35,10,14,5.1,0
S2964,19,40,28,44,5.1,0
S2965,21,10,10,12,3.4,0
S2966,22,58,78,72,6.1,1
S2967,21,52,38,46,9.0,1
S2968,15,36,22,26,4.4,0
S2969,21,56,68,58,9.8,1
S2970,16,56,49,55,8.9,1
S2971,20,10,15,13,2.5,0
S2972,20,10,10,10,1.5,0
S2973,18,74,91,77,9.9,1
S2974,20,50,39,39,6.3,1
S2975,20,62,72,80,7.7,1
S2976,19,57,70,68,8.0,1
S2977,18,72,62,54,7.7,1
S2978,22,17,17,20,3.2,0
S2979,17,29,14,30,1.9,0
S2980,22,70,63,49,7.4,1
S2981,19,47,42,28,1.4,0
S2982,22,11,10,14,1.7,0
S2983,20,28,29,44,3.4,0
S2984,21,22,21,16,4.0,0
S2985,18,15,10,10,0.6,0
S2986,16,10,10,10,1.9,0
S2987,20,11,20,11,1.5,0
S2988,21,51,55,60,8.7,1
S2989,22,60,68,47,9.7,1
S2990,18,78,67,75,9.5,1
S2991,20,39,44,31,4.3,0
S2992,15,70,66,61,8.9,1
S2993,17,18,10,15,0.8,0
S2994,18,60,46,61,6.7,1
S2995,21,58,38,52,7.9,1
S2996,20,60,62,77,7.3,1
S2997,15,17,13,13,2.0,0
S2998,19,35,10,22,1.1,0
S2999,15,10,10,10,2.0,0
S3000,17,52,50,58,8.2,1
S3001,20,44,57,60,7.4,1
S3002,17,55,54,55,6.4,1
S3003,16,24,27,32,2.5,0
S3004,22,33,48,29,4.7,0
S3005,20,91,95,96,9.4,1
S3006,20,65,54,51,7.6,1
S3007,20,50,52,34,2.5,1
S3008,19,66,60,79,8.3,1
S3009,17,10,14,10,0.9,0
S3010,15,10,10,10,1.4,0
S3011,15,90,79,68,8.9,1
S3012,19,33,52,33,6.8,0
S3013,22,41,46,50,6.6,1
S3014,17,81,66,76,9.3,1
S3015,22,10,10,24,2.0,0
S3016,16,21,32,15,2.2,0
S3017,20,28,33,42,4.2,0
S3018,17,59,41,60,9.5,1
S3019,16,66,67,63,8.0,1
S3020,22,91,97,86,9.7,1
S3021,15,59,65,69,6.9,1
S3022,22,44,41,45,3.3,1
S3023,16,38,33,49,6.1,1
S3024,16,48,33,43,5.2,1
S3025,19,18,35,20,2.9,0
S3026,17,17,10,22,1.9,0
S3027,21,72,64,56,8.6,1
S3028,18,26,30,10,2.4,0
S3029,19,29,21,26,5.3,0
S3030,19,39,28,46,4.9,0
S3031,20,10,15,10,1.2,0
S3032,19,54,52,53,6.4,1
S3033,20,43,25,34,4.4,0
S3034,17,19,10,22,2.0,0
S3035,20,62,60,54,5.7,1
S3036,17,20,35,10,1.9,0
S3037,21,34,27,16,2.6,0
S3038,21,36,27,14,2.7,0
S3039,17,50,62,60,8.4,1
S3040,21,10,17,10,1.2,0
S3041,20,20,10,10,1.4,0
S3042,15,10,10,10,0.9,0
S3043,16,88,92,86,8.3,1
S3044,16,40,37,20,4.0,0
S3045,17,52,60,53,8.8,1
S3046,15,10,10,12,1.5,0
S3047,21,31,25,26,3.4,0
S3048,21,33,26,40,2.2,0
S3049,22,28,18,13,2.8,0
S3050,21,29,38,34,3.2,0
S3051,21,71,62,61,7.4,1
S3052,21,70,77,65,8.2,1
S3053,15,12,17,14,3.2,0
S3054,22,77,92,70,9.4,1
S3055,16,33,34,25,5.0,0
S3056,19,31,25,31,6.0,0
S3057,15,13,31,20,1.0,0
S3058,17,67,64,67,7.2,1
S3059,20,15,16,10,2.3,0
S3060,20,76,67,54,8.2,1
S3061,15,64,49,70,9.4,1
S3062,17,36,46,42,6.8,1
S3063,21,12,10,13,2.1,0
S3064,18,46,36,32,8.9,0
S3065,18,10,10,10,2.5,0
S3066,16,85,87,76,8.9,1
S3067,17,49,36,54,4.3,1
S3068,15,89,78,73,9.7,1
S3069,18,74,71,54,7.3,1
S3070,18,50,35,34,3.8,0
S3071,22,40,40,37,3.6,0
S3072,22,45,42,32,5.2,0
S3073,17,13,28,24,0.6,0
S3074,19,31,10,17,2.8,0
S3075,16,34,42,32,4.9,0
S3076,18,51,44,48,5.6,1
S3077,17,53,47,36,7.2,1
S3078,17,50,42,43,6.3,1
S3079,19,23,34,37,6.4,0
S3080,19,52,43,53,6.9,1
S3081,17,33,33,35,6.0,0
S3082,21,45,44,35,4.5,1
S3083,21,25,21,25,5.1,0
S3084,22,26,10,13,2.9,0
S3085,16,87,67,76,9.6,1
S3086,21,45,42,33,4.9,1
S3087,21,43,51,44,7.5,1
S3088,15,32,23,27,3.0,0
S3089,21,68,75,45,8.8,1
S3090,17,37,27,42,4.3,0
S3091,15,10,10,10,0.7,0
S3092,16,80,73,77,7.8,1
S3093,15,38,10,20,3.6,0
S3094,22,25,35,42,3.0,0
S3095,18,15,16,19,0.6,0
S3096,15,10,14,10,2.5,0
S3097,20,80,71,81,6.6,1
S3098,19,71,45,59,7.8,1
